density	taxon	op	length	qualifier	sample	comment	unit
173.9	Total diatoms				ICE11-34		cells/L
4912.8	Total diatoms				ICE11-96		cells/L
1944.4	Total diatoms				ICE11-456		cells/L
365571.4	Total diatoms				ICE11-175		cells/L
33512.7	Total diatoms				ICE11-252		cells/L
637776.4	Total diatoms						cells/L
266155.4	Total diatoms				ICE11-330		cells/L
23158.8	Total diatoms				ICE11-331		cells/L
244497.1	Total diatoms				ICE11-332		cells/L
78299.8	Total diatoms				ICE11-333		cells/L
54244.2	Total diatoms				ICE11-334		cells/L
241199.6	Total diatoms						cells/L
1391.9	Total diatoms				ICE11-418		cells/L
918624.7	Total diatoms				ICE11-667		cells/L
14232.9	Total diatoms				ICE11-775		cells/L
95692.6	Total diatoms				ICE11-776		cells/L
1157965.5	Total diatoms				ICE11-777		cells/L
1975445	Total diatoms				ICE11-778		cells/L
145187.4	Total diatoms				ICE11-745		cells/L
88772.9	Total diatoms						cells/L
81239.4	Total diatoms				ICE11-878		cells/L
861349.5	Total diatoms				ICE11-879		cells/L
763912.3	Total diatoms				ICE11-880		cells/L
9246.5	Total diatoms				ICE11-881		cells/L
53213.9	Total diatoms				ICE11-864		cells/L
42165.4	Total diatoms				ICE11-944		cells/L
847153.9	Total diatoms				ICE11-945		cells/L
14897.5	Total diatoms				ICE11-947		cells/L
1257881.8	Total diatoms				ICE11-930		cells/L
13128	Total diatoms				ICE11-992		cells/L
161523.7	Total diatoms				ICE11-993		cells/L
1298626.7	Total diatoms				ICE11-994		cells/L
1327351.6	Total diatoms				ICE11-995		cells/L
1287884.8	Total diatoms				ICE11-996		cells/L
45572.3	Total diatoms				ICE11-1058		cells/L
824714.1	Total diatoms				ICE11-1059		cells/L
215576.5	Total diatoms				ICE11-1060		cells/L
1369198.1	Total diatoms				ICE11-1061		cells/L
1637976.1	Total diatoms				ICE11-1062		cells/L
13499	Total diatoms				ICE11-1130		cells/L
24271.7	Total diatoms				ICE11-1131		cells/L
1185144.1	Total diatoms				ICE11-1132		cells/L
137980	Total diatoms				ICE11-1133		cells/L
1266756.6	Total diatoms				ICE11-1134		cells/L
9117.6	Total diatoms				ICE11-1196		cells/L
245657.9	Total diatoms				ICE11-1197		cells/L
1331327.5	Total diatoms				ICE11-1198		cells/L
969695.6	Total diatoms				ICE11-1199		cells/L
115227.5	Total diatoms				ICE11-1200		cells/L
293142.4	Total diatoms				ICE11-1262		cells/L
722536.3	Total diatoms				ICE11-1263		cells/L
181146.5	Total diatoms				ICE11-1264		cells/L
1188361.4	Total diatoms				ICE11-1265		cells/L
811893.4	Total diatoms				ICE11-1266		cells/L
17677.3	Total diatoms				ICE11-1328		cells/L
52833.5	Total diatoms				ICE11-1329		cells/L
92848.6	Total diatoms				ICE11-1330		cells/L
916692.6	Total diatoms				ICE11-1331		cells/L
157429.5	Total diatoms				ICE11-1332		cells/L
524558.5	Total diatoms				ICE11-1399		cells/L
122686.4	Total diatoms				ICE11-1400		cells/L
965989.3	Total diatoms				ICE11-1401		cells/L
86813.2	Total diatoms				ICE11-1402		cells/L
1134581.6	Total diatoms				ICE11-1403		cells/L
1989597.5	Total diatoms				ICE11-1472		cells/L
2931.2	Total dinoflagellatae				ICE11-34		cells/L
14185.7	Total dinoflagellatae				ICE11-96		cells/L
4272.7	Total dinoflagellatae				ICE11-456		cells/L
38281.2	Total dinoflagellatae				ICE11-175		cells/L
23494.1	Total dinoflagellatae				ICE11-252		cells/L
15758.8	Total dinoflagellatae						cells/L
7819.6	Total dinoflagellatae				ICE11-330		cells/L
31119.6	Total dinoflagellatae				ICE11-331		cells/L
26422.2	Total dinoflagellatae				ICE11-332		cells/L
32976.1	Total dinoflagellatae				ICE11-333		cells/L
27337.4	Total dinoflagellatae				ICE11-334		cells/L
1362.2	Total dinoflagellatae						cells/L
13414.5	Total dinoflagellatae				ICE11-418		cells/L
19171.2	Total dinoflagellatae				ICE11-667		cells/L
5897.9	Total dinoflagellatae				ICE11-775		cells/L
25965.5	Total dinoflagellatae				ICE11-776		cells/L
22788	Total dinoflagellatae				ICE11-777		cells/L
66656.2	Total dinoflagellatae				ICE11-778		cells/L
41299.9	Total dinoflagellatae				ICE11-745		cells/L
34697.2	Total dinoflagellatae						cells/L
2226.4	Total dinoflagellatae				ICE11-878		cells/L
43882.5	Total dinoflagellatae				ICE11-879		cells/L
45321.4	Total dinoflagellatae				ICE11-880		cells/L
589.3	Total dinoflagellatae				ICE11-881		cells/L
67916.3	Total dinoflagellatae				ICE11-864		cells/L
13351.4	Total dinoflagellatae				ICE11-944		cells/L
513	Total dinoflagellatae				ICE11-945		cells/L
83753.4	Total dinoflagellatae				ICE11-947		cells/L
6845.9	Total dinoflagellatae				ICE11-930		cells/L
6578.4	Total dinoflagellatae				ICE11-992		cells/L
23455.6	Total dinoflagellatae				ICE11-993		cells/L
81948.7	Total dinoflagellatae				ICE11-994		cells/L
61516.4	Total dinoflagellatae				ICE11-995		cells/L
41722.5	Total dinoflagellatae				ICE11-996		cells/L
1268.9	Total dinoflagellatae				ICE11-1058		cells/L
463.7	Total dinoflagellatae				ICE11-1059		cells/L
8256.6	Total dinoflagellatae				ICE11-1060		cells/L
66542	Total dinoflagellatae				ICE11-1061		cells/L
66112.7	Total dinoflagellatae				ICE11-1062		cells/L
21893.6	Total dinoflagellatae				ICE11-1130		cells/L
34126.9	Total dinoflagellatae				ICE11-1131		cells/L
8618.2	Total dinoflagellatae				ICE11-1132		cells/L
31263.5	Total dinoflagellatae				ICE11-1133		cells/L
51755.3	Total dinoflagellatae				ICE11-1134		cells/L
25673	Total dinoflagellatae				ICE11-1196		cells/L
3523.3	Total dinoflagellatae				ICE11-1197		cells/L
76711.6	Total dinoflagellatae				ICE11-1198		cells/L
66856.8	Total dinoflagellatae				ICE11-1199		cells/L
54195.6	Total dinoflagellatae				ICE11-1200		cells/L
2172.3	Total dinoflagellatae				ICE11-1262		cells/L
39449.6	Total dinoflagellatae				ICE11-1263		cells/L
3982.3	Total dinoflagellatae				ICE11-1264		cells/L
51295.4	Total dinoflagellatae				ICE11-1265		cells/L
51731.5	Total dinoflagellatae				ICE11-1266		cells/L
15912.9	Total dinoflagellatae				ICE11-1328		cells/L
35175.8	Total dinoflagellatae				ICE11-1329		cells/L
49634.5	Total dinoflagellatae				ICE11-1330		cells/L
31274.4	Total dinoflagellatae				ICE11-1331		cells/L
49328.3	Total dinoflagellatae				ICE11-1332		cells/L
17367.9	Total dinoflagellatae				ICE11-1399		cells/L
27.7	Total dinoflagellatae				ICE11-1400		cells/L
3383.9	Total dinoflagellatae				ICE11-1401		cells/L
2762.9	Total dinoflagellatae				ICE11-1402		cells/L
18872.7	Total dinoflagellatae				ICE11-1403		cells/L
111648.8	Total dinoflagellatae				ICE11-1472		cells/L
1173	Total ciliates				ICE11-34		cells/L
662.7	Total ciliates				ICE11-96		cells/L
84.2	Total ciliates				ICE11-456		cells/L
4986.7	Total ciliates				ICE11-175		cells/L
323.2	Total ciliates				ICE11-252		cells/L
1683.3	Total ciliates						cells/L
662.7	Total ciliates				ICE11-330		cells/L
173.4	Total ciliates				ICE11-331		cells/L
2286.2	Total ciliates				ICE11-332		cells/L
2819.2	Total ciliates				ICE11-333		cells/L
2861.3	Total ciliates				ICE11-334		cells/L
3882	Total ciliates						cells/L
662.7	Total ciliates				ICE11-418		cells/L
725.9	Total ciliates				ICE11-667		cells/L
1367.6	Total ciliates				ICE11-775		cells/L
7163.4	Total ciliates				ICE11-776		cells/L
6132.7	Total ciliates				ICE11-777		cells/L
1698.4	Total ciliates				ICE11-778		cells/L
8691.5	Total ciliates				ICE11-745		cells/L
77.8	Total ciliates						cells/L
362.9	Total ciliates				ICE11-878		cells/L
427.9	Total ciliates				ICE11-879		cells/L
5722.6	Total ciliates				ICE11-880		cells/L
571.6	Total ciliates				ICE11-881		cells/L
4586.7	Total ciliates				ICE11-864		cells/L
81.7	Total ciliates				ICE11-944		cells/L
4765.2	Total ciliates				ICE11-945		cells/L
135.7	Total ciliates				ICE11-947		cells/L
1115.5	Total ciliates				ICE11-930		cells/L
384	Total ciliates				ICE11-992		cells/L
2671.8	Total ciliates				ICE11-993		cells/L
669.5	Total ciliates				ICE11-994		cells/L
79.1	Total ciliates				ICE11-995		cells/L
12529.2	Total ciliates				ICE11-996		cells/L
789.1	Total ciliates				ICE11-1058		cells/L
665.9	Total ciliates				ICE11-1059		cells/L
8184.9	Total ciliates				ICE11-1060		cells/L
3798.6	Total ciliates				ICE11-1061		cells/L
95.2	Total ciliates				ICE11-1062		cells/L
1346.4	Total ciliates				ICE11-1130		cells/L
265.8	Total ciliates				ICE11-1131		cells/L
45.3	Total ciliates				ICE11-1132		cells/L
6942.8	Total ciliates				ICE11-1133		cells/L
7363.8	Total ciliates				ICE11-1134		cells/L
341.9	Total ciliates				ICE11-1196		cells/L
1325.4	Total ciliates				ICE11-1197		cells/L
638.4	Total ciliates				ICE11-1198		cells/L
5691.5	Total ciliates				ICE11-1199		cells/L
5291.5	Total ciliates				ICE11-1200		cells/L
1451.7	Total ciliates				ICE11-1262		cells/L
293.4	Total ciliates				ICE11-1263		cells/L
5764.7	Total ciliates				ICE11-1264		cells/L
748.3	Total ciliates				ICE11-1265		cells/L
6616.9	Total ciliates				ICE11-1266		cells/L
2735.2	Total ciliates				ICE11-1328		cells/L
3997.2	Total ciliates				ICE11-1329		cells/L
7153.3	Total ciliates				ICE11-1330		cells/L
4566.6	Total ciliates				ICE11-1331		cells/L
6838.4	Total ciliates				ICE11-1332		cells/L
4228.8	Total ciliates				ICE11-1399		cells/L
2629.7	Total ciliates				ICE11-1400		cells/L
3882	Total ciliates				ICE11-1401		cells/L
5555.1	Total ciliates				ICE11-1402		cells/L
3178.3	Total ciliates				ICE11-1403		cells/L
329.7	Total ciliates				ICE11-1472		cells/L
685238	Total other flagellatae				ICE11-34		cells/L
25831.9	Total other flagellatae				ICE11-96		cells/L
345224.5	Total other flagellatae				ICE11-456		cells/L
19541.7	Total other flagellatae				ICE11-175		cells/L
1495538.4	Total other flagellatae				ICE11-252		cells/L
1297445.9	Total other flagellatae						cells/L
966628.5	Total other flagellatae				ICE11-330		cells/L
147398	Total other flagellatae				ICE11-331		cells/L
145961.9	Total other flagellatae				ICE11-332		cells/L
1875936.7	Total other flagellatae				ICE11-333		cells/L
229457.6	Total other flagellatae				ICE11-334		cells/L
114911.3	Total other flagellatae						cells/L
43847.5	Total other flagellatae				ICE11-418		cells/L
1169854.9	Total other flagellatae				ICE11-667		cells/L
325683.4	Total other flagellatae				ICE11-775		cells/L
89628.9	Total other flagellatae				ICE11-776		cells/L
1143821.3	Total other flagellatae				ICE11-777		cells/L
137312.5	Total other flagellatae				ICE11-778		cells/L
1894174.9	Total other flagellatae				ICE11-745		cells/L
1857698.4	Total other flagellatae						cells/L
18316	Total other flagellatae				ICE11-878		cells/L
1461667.3	Total other flagellatae				ICE11-879		cells/L
1617995.4	Total other flagellatae				ICE11-880		cells/L
179228.8	Total other flagellatae				ICE11-881		cells/L
1341815.9	Total other flagellatae				ICE11-864		cells/L
38569.2	Total other flagellatae				ICE11-944		cells/L
1922835.8	Total other flagellatae				ICE11-945		cells/L
2245913.6	Total other flagellatae				ICE11-947		cells/L
1789956.2	Total other flagellatae				ICE11-930		cells/L
299628.8	Total other flagellatae				ICE11-992		cells/L
71653.6	Total other flagellatae				ICE11-993		cells/L
1959311.6	Total other flagellatae				ICE11-994		cells/L
194891.8	Total other flagellatae				ICE11-995		cells/L
1586729.8	Total other flagellatae				ICE11-996		cells/L
273575	Total other flagellatae				ICE11-1058		cells/L
1344442.3	Total other flagellatae				ICE11-1059		cells/L
3497179.2	Total other flagellatae				ICE11-1060		cells/L
2438738.7	Total other flagellatae				ICE11-1061		cells/L
1774344.5	Total other flagellatae				ICE11-1062		cells/L
474195.1	Total other flagellatae				ICE11-1130		cells/L
414269.3	Total other flagellatae				ICE11-1131		cells/L
25318.5	Total other flagellatae				ICE11-1132		cells/L
1654514.3	Total other flagellatae				ICE11-1133		cells/L
154542.3	Total other flagellatae				ICE11-1134		cells/L
398636.5	Total other flagellatae				ICE11-1196		cells/L
588835.7	Total other flagellatae				ICE11-1197		cells/L
1933278.6	Total other flagellatae				ICE11-1198		cells/L
2238117.7	Total other flagellatae				ICE11-1199		cells/L
1779555.4	Total other flagellatae				ICE11-1200		cells/L
283996	Total other flagellatae				ICE11-1262		cells/L
726925.5	Total other flagellatae				ICE11-1263		cells/L
188194.6	Total other flagellatae				ICE11-1264		cells/L
14773.1	Total other flagellatae				ICE11-1265		cells/L
149579.2	Total other flagellatae				ICE11-1266		cells/L
315261.6	Total other flagellatae				ICE11-1328		cells/L
468984.2	Total other flagellatae				ICE11-1329		cells/L
26353.3	Total other flagellatae				ICE11-1330		cells/L
112351.6	Total other flagellatae				ICE11-1331		cells/L
1453893.2	Total other flagellatae				ICE11-1332		cells/L
42285.7	Total other flagellatae				ICE11-1399		cells/L
7667.5	Total other flagellatae				ICE11-1400		cells/L
168241.7	Total other flagellatae				ICE11-1401		cells/L
1117766.6	Total other flagellatae				ICE11-1402		cells/L
922377.6	Total other flagellatae				ICE11-1403		cells/L
2428295.8	Total other flagellatae				ICE11-1472		cells/L
1536.8	Porosira glacialis				ICE11-175		cells/L
3684.2	Porosira glacialis				ICE11-252		cells/L
375.3	Porosira glacialis						cells/L
1536.8	Porosira glacialis				ICE11-330		cells/L
3642.2	Porosira glacialis				ICE11-331		cells/L
4442.2	Porosira glacialis				ICE11-332		cells/L
421.5	Porosira glacialis				ICE11-333		cells/L
5115.8	Porosira glacialis				ICE11-334		cells/L
3431.6	Porosira glacialis						cells/L
315.8	Porosira glacialis				ICE11-418		cells/L
1484.2	Porosira glacialis				ICE11-667		cells/L
2736.8	Porosira glacialis				ICE11-776		cells/L
2926.3	Porosira glacialis				ICE11-777		cells/L
5115.8	Porosira glacialis				ICE11-778		cells/L
2989.5	Porosira glacialis				ICE11-745		cells/L
394.7	Porosira glacialis						cells/L
42.2	Porosira glacialis				ICE11-878		cells/L
4821.5	Porosira glacialis				ICE11-879		cells/L
4736.8	Porosira glacialis				ICE11-880		cells/L
5747.4	Porosira glacialis				ICE11-881		cells/L
3473.7	Porosira glacialis				ICE11-864		cells/L
147.4	Porosira glacialis				ICE11-944		cells/L
3915.8	Porosira glacialis				ICE11-945		cells/L
6315.8	Porosira glacialis				ICE11-947		cells/L
4673.7	Porosira glacialis				ICE11-930		cells/L
84.2	Porosira glacialis				ICE11-992		cells/L
131.6	Porosira glacialis				ICE11-993		cells/L
6336.8	Porosira glacialis				ICE11-994		cells/L
6568.4	Porosira glacialis				ICE11-995		cells/L
4736.8	Porosira glacialis				ICE11-996		cells/L
126.3	Porosira glacialis				ICE11-1058		cells/L
4821.5	Porosira glacialis				ICE11-1059		cells/L
6421.5	Porosira glacialis				ICE11-1060		cells/L
4463.2	Porosira glacialis				ICE11-1061		cells/L
3536.8	Porosira glacialis				ICE11-1062		cells/L
168.4	Porosira glacialis				ICE11-1130		cells/L
715.8	Porosira glacialis				ICE11-1131		cells/L
531.6	Porosira glacialis				ICE11-1132		cells/L
575.3	Porosira glacialis				ICE11-1133		cells/L
4736.8	Porosira glacialis				ICE11-1134		cells/L
147.4	Porosira glacialis				ICE11-1196		cells/L
1684.2	Porosira glacialis				ICE11-1197		cells/L
5978.9	Porosira glacialis				ICE11-1198		cells/L
381.5	Porosira glacialis				ICE11-1199		cells/L
615.3	Porosira glacialis				ICE11-1200		cells/L
1263.2	Porosira glacialis				ICE11-1262		cells/L
335.3	Porosira glacialis				ICE11-1263		cells/L
5557.9	Porosira glacialis				ICE11-1264		cells/L
3957.9	Porosira glacialis				ICE11-1265		cells/L
3221.5	Porosira glacialis				ICE11-1266		cells/L
4315.8	Porosira glacialis				ICE11-1328		cells/L
373.7	Porosira glacialis				ICE11-1329		cells/L
4126.3	Porosira glacialis				ICE11-1330		cells/L
341.5	Porosira glacialis				ICE11-1331		cells/L
56	Porosira glacialis				ICE11-1332		cells/L
4168.4	Porosira glacialis				ICE11-1399		cells/L
3578.9	Porosira glacialis				ICE11-1401		cells/L
2336.8	Porosira glacialis				ICE11-1402		cells/L
215.3	Porosira glacialis				ICE11-1403		cells/L
7347.4	Porosira glacialis				ICE11-1472		cells/L
42.2	Chaetoceros affinis				ICE11-332		cells/L
84.2	Chaetoceros affinis				ICE11-745		cells/L
42.2	Chaetoceros affinis						cells/L
168.4	Chaetoceros affinis				ICE11-880		cells/L
252.6	Chaetoceros affinis				ICE11-881		cells/L
42.2	Chaetoceros affinis				ICE11-994		cells/L
42.2	Chaetoceros affinis				ICE11-996		cells/L
21.5	Chaetoceros affinis				ICE11-1062		cells/L
42.2	Chaetoceros affinis				ICE11-1134		cells/L
42.2	Chaetoceros affinis				ICE11-1329		cells/L
42.2	Chaetoceros affinis				ICE11-1331		cells/L
84.2	Chaetoceros curvisetus				ICE11-745		cells/L
84.2	Chaetoceros curvisetus				ICE11-992		cells/L
63.2	Chaetoceros curvisetus				ICE11-1058		cells/L
21.5	Chaetoceros curvisetus				ICE11-1061		cells/L
126.3	Chaetoceros curvisetus				ICE11-1330		cells/L
336.8	Entomoneis kjelmanii				ICE11-252		cells/L
757.9	Entomoneis kjelmanii						cells/L
42.2	Entomoneis kjelmanii				ICE11-330		cells/L
357.9	Entomoneis kjelmanii				ICE11-331		cells/L
147.4	Entomoneis kjelmanii				ICE11-332		cells/L
294.7	Entomoneis kjelmanii				ICE11-333		cells/L
84.2	Entomoneis kjelmanii				ICE11-334		cells/L
315.8	Entomoneis kjelmanii						cells/L
5515.8	Entomoneis kjelmanii				ICE11-667		cells/L
336.8	Entomoneis kjelmanii				ICE11-776		cells/L
4	Entomoneis kjelmanii				ICE11-777		cells/L
1557.9	Entomoneis kjelmanii				ICE11-778		cells/L
2315.8	Entomoneis kjelmanii				ICE11-745		cells/L
336.8	Entomoneis kjelmanii				ICE11-879		cells/L
421.5	Entomoneis kjelmanii				ICE11-880		cells/L
336.8	Entomoneis kjelmanii				ICE11-881		cells/L
15.3	Entomoneis kjelmanii				ICE11-864		cells/L
126.3	Entomoneis kjelmanii				ICE11-945		cells/L
84.2	Entomoneis kjelmanii				ICE11-947		cells/L
63.2	Entomoneis kjelmanii				ICE11-994		cells/L
463.2	Entomoneis kjelmanii				ICE11-1058		cells/L
168.4	Entomoneis kjelmanii				ICE11-1059		cells/L
21.5	Entomoneis kjelmanii				ICE11-1060		cells/L
968.4	Entomoneis kjelmanii				ICE11-1061		cells/L
736.8	Entomoneis kjelmanii				ICE11-1062		cells/L
61.5	Entomoneis kjelmanii				ICE11-1132		cells/L
526.3	Entomoneis kjelmanii				ICE11-1133		cells/L
21.5	Entomoneis kjelmanii				ICE11-1196		cells/L
84.2	Entomoneis kjelmanii				ICE11-1198		cells/L
378.9	Entomoneis kjelmanii				ICE11-1200		cells/L
231.6	Entomoneis kjelmanii				ICE11-1262		cells/L
1473.7	Entomoneis kjelmanii				ICE11-1263		cells/L
778.9	Entomoneis kjelmanii				ICE11-1264		cells/L
863.2	Entomoneis kjelmanii				ICE11-1265		cells/L
926.3	Entomoneis kjelmanii				ICE11-1266		cells/L
1894.7	Entomoneis kjelmanii				ICE11-1328		cells/L
11.5	Entomoneis kjelmanii				ICE11-1329		cells/L
2463.2	Entomoneis kjelmanii				ICE11-1330		cells/L
1915.8	Entomoneis kjelmanii				ICE11-1331		cells/L
2336.8	Entomoneis kjelmanii				ICE11-1332		cells/L
194.7	Entomoneis kjelmanii				ICE11-1399		cells/L
5263.2	Entomoneis kjelmanii				ICE11-1401		cells/L
4252.6	Entomoneis kjelmanii				ICE11-1402		cells/L
331.6	Entomoneis kjelmanii				ICE11-1403		cells/L
294.7	Entomoneis kjelmanii				ICE11-1472		cells/L
1389.5	Navicula vanhoeffenii				ICE11-175		cells/L
655.3	Navicula vanhoeffenii				ICE11-252		cells/L
1852.6	Navicula vanhoeffenii						cells/L
4	Navicula vanhoeffenii				ICE11-330		cells/L
1536.8	Navicula vanhoeffenii				ICE11-331		cells/L
581.5	Navicula vanhoeffenii				ICE11-332		cells/L
2463.2	Navicula vanhoeffenii				ICE11-333		cells/L
1894.7	Navicula vanhoeffenii				ICE11-334		cells/L
4547.4	Navicula vanhoeffenii						cells/L
126.3	Navicula vanhoeffenii				ICE11-418		cells/L
64	Navicula vanhoeffenii				ICE11-667		cells/L
621.5	Navicula vanhoeffenii				ICE11-776		cells/L
2736.8	Navicula vanhoeffenii				ICE11-777		cells/L
3852.6	Navicula vanhoeffenii				ICE11-778		cells/L
526.3	Navicula vanhoeffenii				ICE11-745		cells/L
242.2	Navicula vanhoeffenii				ICE11-879		cells/L
3494.7	Navicula vanhoeffenii				ICE11-880		cells/L
9389.5	Navicula vanhoeffenii				ICE11-881		cells/L
294.7	Navicula vanhoeffenii				ICE11-864		cells/L
3136.8	Navicula vanhoeffenii				ICE11-945		cells/L
135.3	Navicula vanhoeffenii				ICE11-947		cells/L
947.4	Navicula vanhoeffenii				ICE11-930		cells/L
189.5	Navicula vanhoeffenii				ICE11-992		cells/L
231.6	Navicula vanhoeffenii				ICE11-993		cells/L
375.3	Navicula vanhoeffenii				ICE11-994		cells/L
495.3	Navicula vanhoeffenii				ICE11-995		cells/L
421.5	Navicula vanhoeffenii				ICE11-996		cells/L
575.3	Navicula vanhoeffenii				ICE11-1059		cells/L
2484.2	Navicula vanhoeffenii				ICE11-1060		cells/L
1894.7	Navicula vanhoeffenii				ICE11-1061		cells/L
1747.4	Navicula vanhoeffenii				ICE11-1062		cells/L
189.5	Navicula vanhoeffenii				ICE11-1130		cells/L
84.2	Navicula vanhoeffenii				ICE11-1131		cells/L
6	Navicula vanhoeffenii				ICE11-1132		cells/L
2778.9	Navicula vanhoeffenii				ICE11-1133		cells/L
1515.8	Navicula vanhoeffenii				ICE11-1134		cells/L
11.5	Navicula vanhoeffenii				ICE11-1197		cells/L
1831.6	Navicula vanhoeffenii				ICE11-1198		cells/L
1726.3	Navicula vanhoeffenii				ICE11-1199		cells/L
4126.3	Navicula vanhoeffenii				ICE11-1200		cells/L
55.3	Navicula vanhoeffenii				ICE11-1262		cells/L
5157.9	Navicula vanhoeffenii				ICE11-1263		cells/L
1431.6	Navicula vanhoeffenii				ICE11-1264		cells/L
1452.6	Navicula vanhoeffenii				ICE11-1265		cells/L
3957.9	Navicula vanhoeffenii				ICE11-1266		cells/L
4	Navicula vanhoeffenii				ICE11-1328		cells/L
6484.2	Navicula vanhoeffenii				ICE11-1329		cells/L
294.7	Navicula vanhoeffenii				ICE11-1330		cells/L
5621.5	Navicula vanhoeffenii				ICE11-1331		cells/L
926.3	Navicula vanhoeffenii				ICE11-1332		cells/L
261.5	Navicula vanhoeffenii				ICE11-1399		cells/L
4463.2	Navicula vanhoeffenii				ICE11-1401		cells/L
575.3	Navicula vanhoeffenii				ICE11-1402		cells/L
5789.5	Navicula vanhoeffenii				ICE11-1403		cells/L
2968.4	Navicula vanhoeffenii				ICE11-1472		cells/L
694.7	Pauliella taeniata						cells/L
463.2	Pauliella taeniata				ICE11-330		cells/L
484.2	Pauliella taeniata				ICE11-332		cells/L
294.7	Pauliella taeniata				ICE11-333		cells/L
231.6	Pauliella taeniata				ICE11-334		cells/L
1515.8	Pauliella taeniata						cells/L
3831.6	Pauliella taeniata				ICE11-777		cells/L
673.7	Pauliella taeniata				ICE11-778		cells/L
147.4	Pauliella taeniata						cells/L
21.5	Pauliella taeniata				ICE11-992		cells/L
11.5	Nitzschia frigida				ICE11-175		cells/L
1136.8	Nitzschia frigida				ICE11-252		cells/L
14589.5	Nitzschia frigida						cells/L
1389.5	Nitzschia frigida				ICE11-330		cells/L
242.2	Nitzschia frigida				ICE11-331		cells/L
1157.9	Nitzschia frigida				ICE11-332		cells/L
1515.8	Nitzschia frigida				ICE11-333		cells/L
126.3	Nitzschia frigida				ICE11-334		cells/L
242.2	Nitzschia frigida						cells/L
673.7	Nitzschia frigida				ICE11-667		cells/L
547.4	Nitzschia frigida				ICE11-777		cells/L
757.9	Nitzschia frigida				ICE11-778		cells/L
126.3	Nitzschia frigida				ICE11-745		cells/L
147.4	Nitzschia frigida						cells/L
757.9	Nitzschia frigida				ICE11-879		cells/L
694.7	Nitzschia frigida				ICE11-880		cells/L
2842.2	Nitzschia frigida				ICE11-881		cells/L
55.3	Nitzschia frigida				ICE11-864		cells/L
652.6	Nitzschia frigida				ICE11-945		cells/L
3284.2	Nitzschia frigida				ICE11-947		cells/L
4126.3	Nitzschia frigida				ICE11-930		cells/L
231.6	Nitzschia frigida				ICE11-993		cells/L
2378.9	Nitzschia frigida				ICE11-994		cells/L
1873.7	Nitzschia frigida				ICE11-995		cells/L
131.6	Nitzschia frigida				ICE11-996		cells/L
568.4	Nitzschia frigida				ICE11-1058		cells/L
1221.5	Nitzschia frigida				ICE11-1059		cells/L
3789.5	Nitzschia frigida				ICE11-1060		cells/L
1536.8	Nitzschia frigida				ICE11-1061		cells/L
61.5	Nitzschia frigida				ICE11-1062		cells/L
1452.6	Nitzschia frigida				ICE11-1131		cells/L
821.5	Nitzschia frigida				ICE11-1132		cells/L
863.2	Nitzschia frigida				ICE11-1133		cells/L
631.6	Nitzschia frigida				ICE11-1134		cells/L
4147.4	Nitzschia frigida				ICE11-1198		cells/L
4884.2	Nitzschia frigida				ICE11-1199		cells/L
1431.6	Nitzschia frigida				ICE11-1200		cells/L
194.7	Nitzschia frigida				ICE11-1263		cells/L
6294.7	Nitzschia frigida				ICE11-1264		cells/L
3347.4	Nitzschia frigida				ICE11-1265		cells/L
4947.4	Nitzschia frigida				ICE11-1266		cells/L
175.3	Nitzschia frigida				ICE11-1331		cells/L
1578.9	Nitzschia frigida				ICE11-1332		cells/L
252.6	Nitzschia frigida				ICE11-1402		cells/L
252.6	Nitzschia frigida				ICE11-1403		cells/L
252.6	Nitzschia frigida				ICE11-1472		cells/L
126.3	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-175		cells/L
463.2	Synedropsis hyperborea			epiphyte on N. frigida			cells/L
147.4	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-331		cells/L
168.4	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-333		cells/L
61.5	Synedropsis hyperborea			epiphyte on N. frigida			cells/L
1136.8	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-880		cells/L
15.3	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-881		cells/L
273.7	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-864		cells/L
273.7	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-947		cells/L
1578.9	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-930		cells/L
147.4	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-994		cells/L
168.4	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-995		cells/L
484.2	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-996		cells/L
231.6	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-1059		cells/L
442.2	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-1060		cells/L
547.4	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-1132		cells/L
336.8	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-1134		cells/L
336.8	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-1198		cells/L
168.4	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-1199		cells/L
189.5	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-1200		cells/L
63.2	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-1263		cells/L
8	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-1264		cells/L
652.6	Synedropsis hyperborea			epiphyte on N. frigida	ICE11-1265		cells/L
