taxon	qualifier	stage	density	unit	op	length	sample
"Pseudocalanus acuspes"		AF	0.82	N/m³			"97Kb1 MN-2"
"Pseudocalanus acuspes"		CIV	18.46	N/m³			"97Kb1 MN-2"
"Pseudocalanus acuspes"		CV	0.27	N/m³			"97Kb1 MN-2"
"Pseudocalanus minutus"		AF	0.82	N/m³			"97Kb1 MN-2"
"Pseudocalanus minutus"		CV	12.31	N/m³			"97Kb1 MN-2"
Copepoda		nauplii	198.29	N/m³			"97Kb1 MN-2"
"Calanus hyperboreus"		AF	0.14	N/m³			"97Kb1 MN-2"
"Calanus hyperboreus"		CIV	4.79	N/m³			"97Kb1 MN-2"
"Calanus hyperboreus"		CV	0.41	N/m³			"97Kb1 MN-2"
"Fritillaria borealis"			54.7	N/m³			"97Kb1 MN-2"
Bopyridae			0.07	N/m³			"97Kb1 MN-2"
"Pseudocalanus spp."		CI-CIII	188.03	N/m³			"97Kb1 MN-2"
"Bradyidius similis"		CIV	0.07	N/m³			"97Kb1 MN-2"
"Bradyidius similis"		CV	0.21	N/m³			"97Kb1 MN-2"
"Bradyidius similis"		CIII	0.07	N/m³			"97Kb1 MN-2"
"Bradyidius similis"		CI	0.14	N/m³			"97Kb1 MN-2"
"Bradyidius similis"		CII	0.07	N/m³			"97Kb1 MN-2"
Echinodermata		larvae	5.47	N/m³			"97Kb1 MN-2"
Bivalvia		veliger	2.74	N/m³			"97Kb1 MN-2"
"Themisto abyssorum"			2.82	N/m³			"97Kb1 MN-3"
"Themisto libellula"			0.23	N/m³			"97Kb1 MN-3"
"Calanus finmarchicus"		AF	14.94	N/m³			"97Kb1 MN-3"
"Calanus finmarchicus"		CIV	77.01	N/m³			"97Kb1 MN-3"
"Calanus finmarchicus"		CV	13.39	N/m³			"97Kb1 MN-3"
"Calanus finmarchicus"		CIII	67.82	N/m³			"97Kb1 MN-3"
"Calanus finmarchicus"		CI	18.97	N/m³			"97Kb1 MN-3"
"Calanus finmarchicus"		CII	71.26	N/m³			"97Kb1 MN-3"
"Calanus glacialis"		AF	0.57	N/m³			"97Kb1 MN-3"
"Calanus glacialis"		CIV	12.24	N/m³			"97Kb1 MN-3"
"Calanus glacialis"		CV	9.94	N/m³			"97Kb1 MN-3"
"Calanus glacialis"		CIII	8.05	N/m³			"97Kb1 MN-3"
"Calanus glacialis"		CI	1.9	N/m³			"97Kb1 MN-3"
"Calanus glacialis"		CII	1.15	N/m³			"97Kb1 MN-3"
"Metridia longa"		AF	0.69	N/m³			"97Kb1 MN-3"
"Metridia longa"		CIV	0.29	N/m³			"97Kb1 MN-3"
"Metridia longa"		CV	1.61	N/m³			"97Kb1 MN-3"
"Metridia longa"		CIII	1.26	N/m³			"97Kb1 MN-3"
"Metridia longa"		CI	2.3	N/m³			"97Kb1 MN-3"
"Metridia longa"		CII	3.05	N/m³			"97Kb1 MN-3"
"Microcalanus spp."			72.41	N/m³			"97Kb1 MN-3"
"Oithona atlantica"			3.85	N/m³			"97Kb1 MN-3"
"Oithona similis"			318.97	N/m³			"97Kb1 MN-3"
"Triconia borealis"			16.09	N/m³			"97Kb1 MN-3"
"Limacina helicina"		veliger	5.75	N/m³			"97Kb1 MN-3"
Polychaeta		"larvae secondary"	0.06	N/m³			"97Kb1 MN-3"
"Sagitta elegans"			0.8	N/m³			"97Kb1 MN-3"
"Eukrohnia hamata"			1.26	N/m³			"97Kb1 MN-3"
"Oikopleura spp."			0.06	N/m³			"97Kb1 MN-3"
Monstrilloidae			0.06	N/m³			"97Kb1 MN-3"
Ostracoda			0.06	N/m³	gt	1	"97Kb1 MN-3"
Ostracoda			0.06	N/m³	gt	2	"97Kb1 MN-3"
"Pseudocalanus acuspes"		AF	3.05	N/m³			"97Kb1 MN-3"
"Pseudocalanus acuspes"		CIV	37.93	N/m³			"97Kb1 MN-3"
"Pseudocalanus acuspes"		CV	1.72	N/m³			"97Kb1 MN-3"
"Pseudocalanus minutus"		AF	5	N/m³			"97Kb1 MN-3"
"Pseudocalanus minutus"		CV	31.03	N/m³			"97Kb1 MN-3"
Copepoda		nauplii	22.99	N/m³			"97Kb1 MN-3"
"Calanus hyperboreus"		AF	0.06	N/m³			"97Kb1 MN-3"
"Calanus hyperboreus"		CIV	2.76	N/m³			"97Kb1 MN-3"
"Calanus hyperboreus"		CV	0.52	N/m³			"97Kb1 MN-3"
"Calanus hyperboreus"		CIII	0.23	N/m³			"97Kb1 MN-3"
"Paraeuchaeta spp."		CIV	0.11	N/m³			"97Kb1 MN-3"
"Paraeuchaeta spp."		CV	0.17	N/m³			"97Kb1 MN-3"
"Paraeuchaeta spp."		CIII	0.06	N/m³			"97Kb1 MN-3"
"Paraeuchaeta spp."		CII	0.06	N/m³			"97Kb1 MN-3"
"Fritillaria borealis"			2.3	N/m³			"97Kb1 MN-3"
Bopyridae			0.06	N/m³			"97Kb1 MN-3"
"Pseudocalanus spp."		AM	0.4	N/m³			"97Kb1 MN-3"
"Pseudocalanus spp."		CI-CIII	195.4	N/m³			"97Kb1 MN-3"
"Bradyidius similis"		CIV	0.23	N/m³			"97Kb1 MN-3"
"Bradyidius similis"		CV	0.06	N/m³			"97Kb1 MN-3"
"Bradyidius similis"		CIII	0.29	N/m³			"97Kb1 MN-3"
"Bradyidius similis"		CI	0.11	N/m³			"97Kb1 MN-3"
Echinodermata		larvae	3.45	N/m³			"97Kb1 MN-3"
"Themisto abyssorum"			0.88	N/m³			"97Kb1 MN-4"
"Themisto libellula"			0.16	N/m³			"97Kb1 MN-4"
"Calanus finmarchicus"		AF	4.82	N/m³			"97Kb1 MN-4"
"Calanus finmarchicus"		CIV	15.63	N/m³			"97Kb1 MN-4"
"Calanus finmarchicus"		CV	7.03	N/m³			"97Kb1 MN-4"
"Calanus finmarchicus"		CIII	5.67	N/m³			"97Kb1 MN-4"
"Calanus finmarchicus"		CI	0.13	N/m³			"97Kb1 MN-4"
"Calanus finmarchicus"		CII	0.13	N/m³			"97Kb1 MN-4"
"Calanus glacialis"		AF	1.73	N/m³			"97Kb1 MN-4"
"Calanus glacialis"		CIV	3.4	N/m³			"97Kb1 MN-4"
"Calanus glacialis"		CV	11.03	N/m³			"97Kb1 MN-4"
"Calanus glacialis"		CIII	1.58	N/m³			"97Kb1 MN-4"
"Calanus glacialis"		AM	0.03	N/m³			"97Kb1 MN-4"
"Metridia longa"		AF	2.08	N/m³			"97Kb1 MN-4"
"Metridia longa"		CIV	9.77	N/m³			"97Kb1 MN-4"
"Metridia longa"		CV	2.49	N/m³			"97Kb1 MN-4"
"Metridia longa"		CIII	26.79	N/m³			"97Kb1 MN-4"
"Metridia longa"		AM	0.06	N/m³			"97Kb1 MN-4"
"Metridia longa"		CI	9.77	N/m³			"97Kb1 MN-4"
"Metridia longa"		CII	14.5	N/m³			"97Kb1 MN-4"
"Microcalanus spp."			10.09	N/m³			"97Kb1 MN-4"
"Oithona atlantica"			3.81	N/m³			"97Kb1 MN-4"
"Oithona similis"			35.46	N/m³			"97Kb1 MN-4"
"Triconia borealis"			7.19	N/m³			"97Kb1 MN-4"
"Eukrohnia hamata"			2.9	N/m³			"97Kb1 MN-4"
"Oikopleura spp."			0.38	N/m³			"97Kb1 MN-4"
"Scolecithricella minor"		AF	0.16	N/m³			"97Kb1 MN-4"
"Scolecithricella minor"		CV	0.03	N/m³			"97Kb1 MN-4"
"Scolecithricella minor"		AM	0.06	N/m³			"97Kb1 MN-4"
"Pseudocalanus acuspes"		AF	1.73	N/m³			"97Kb1 MN-4"
"Pseudocalanus acuspes"		CIV	0.72	N/m³			"97Kb1 MN-4"
"Pseudocalanus acuspes"		CV	0.47	N/m³			"97Kb1 MN-4"
"Pseudocalanus minutus"		AF	1.89	N/m³			"97Kb1 MN-4"
"Pseudocalanus minutus"		CV	5.11	N/m³			"97Kb1 MN-4"
Copepoda		nauplii	3.37	N/m³			"97Kb1 MN-4"
"Metridia lucens"		AF	0.47	N/m³			"97Kb1 MN-4"
"Metridia lucens"		CV	0.03	N/m³			"97Kb1 MN-4"
"Metridia lucens"		AM	0.13	N/m³			"97Kb1 MN-4"
"Calanus hyperboreus"		AF	0.25	N/m³			"97Kb1 MN-4"
"Calanus hyperboreus"		CIV	2.46	N/m³			"97Kb1 MN-4"
"Calanus hyperboreus"		CV	0.28	N/m³			"97Kb1 MN-4"
"Calanus hyperboreus"		CIII	0.03	N/m³			"97Kb1 MN-4"
"Paraeuchaeta spp."		CIV	0.06	N/m³			"97Kb1 MN-4"
"Paraeuchaeta spp."		CV	0.13	N/m³			"97Kb1 MN-4"
"Paraeuchaeta spp."		CIII	0.03	N/m³			"97Kb1 MN-4"
"Fritillaria borealis"			1.1	N/m³			"97Kb1 MN-4"
Bopyridae			0.19	N/m³			"97Kb1 MN-4"
"Paraeuchaeta norvegica"		AF	0.03	N/m³			"97Kb1 MN-4"
"Pseudocalanus spp."		AM	0.47	N/m³			"97Kb1 MN-4"
"Pseudocalanus spp."		CI-CIII	5.86	N/m³			"97Kb1 MN-4"
"Bradyidius similis"		CIV	1.99	N/m³			"97Kb1 MN-4"
"Bradyidius similis"		CV	2.36	N/m³			"97Kb1 MN-4"
"Bradyidius similis"		CIII	1.26	N/m³			"97Kb1 MN-4"
"Bradyidius similis"		CI	0.16	N/m³			"97Kb1 MN-4"
"Bradyidius similis"		CII	0.09	N/m³			"97Kb1 MN-4"
Bryozoa		larvae	0.32	N/m³			"97Kb1 MN-4"
"Themisto abyssorum"			0.42	N/m³			"97Kb1 MN-5"
"Themisto libellula"			0.08	N/m³			"97Kb1 MN-5"
"Calanus finmarchicus"		AF	34.81	N/m³			"97Kb1 MN-5"
"Calanus finmarchicus"		CIV	27.77	N/m³			"97Kb1 MN-5"
"Calanus finmarchicus"		CV	63.39	N/m³			"97Kb1 MN-5"
"Calanus finmarchicus"		CIII	0.52	N/m³			"97Kb1 MN-5"
"Calanus finmarchicus"		CI	0.18	N/m³			"97Kb1 MN-5"
"Calanus finmarchicus"		CII	0.34	N/m³			"97Kb1 MN-5"
"Calanus glacialis"		AF	0.94	N/m³			"97Kb1 MN-5"
"Calanus glacialis"		CIV	0.18	N/m³			"97Kb1 MN-5"
"Calanus glacialis"		CV	8.91	N/m³			"97Kb1 MN-5"
"Calanus glacialis"		CIII	0.18	N/m³			"97Kb1 MN-5"
"Metridia longa"		AF	0.94	N/m³			"97Kb1 MN-5"
"Metridia longa"		CIV	1.57	N/m³			"97Kb1 MN-5"
"Metridia longa"		CV	0.68	N/m³			"97Kb1 MN-5"
"Metridia longa"		CIII	24.1	N/m³			"97Kb1 MN-5"
"Metridia longa"		AM	0.37	N/m³			"97Kb1 MN-5"
"Metridia longa"		CI	13.62	N/m³			"97Kb1 MN-5"
"Metridia longa"		CII	34.58	N/m³			"97Kb1 MN-5"
"Microcalanus spp."			0.52	N/m³			"97Kb1 MN-5"
"Oithona atlantica"			0.52	N/m³			"97Kb1 MN-5"
"Oithona similis"			25.15	N/m³			"97Kb1 MN-5"
"Triconia borealis"			29.34	N/m³			"97Kb1 MN-5"
"Limacina helicina"		adult	0.03	N/m³			"97Kb1 MN-5"
Polychaeta		"larvae secondary"	0.1	N/m³			"97Kb1 MN-5"
"Sagitta elegans"			0.03	N/m³			"97Kb1 MN-5"
"Eukrohnia hamata"			0.92	N/m³			"97Kb1 MN-5"
"Thysanoessa inermis"			0.05	N/m³			"97Kb1 MN-5"
"Oikopleura spp."			0.08	N/m³			"97Kb1 MN-5"
"Scolecithricella minor"		AF	0.03	N/m³			"97Kb1 MN-5"
"Scolecithricella minor"		CV	0.08	N/m³			"97Kb1 MN-5"
"Scolecithricella minor"		AM	0.08	N/m³			"97Kb1 MN-5"
"Leucon sp."			0.03	N/m³			"97Kb1 MN-5"
Monstrilloidae			0.1	N/m³			"97Kb1 MN-5"
Ostracoda		juvenile	0.26	N/m³			"97Kb1 MN-5"
Ostracoda			0.21	N/m³	gt	1	"97Kb1 MN-5"
Ostracoda			0.18	N/m³	gt	2	"97Kb1 MN-5"
"Pseudocalanus acuspes"		AF	0.84	N/m³			"97Kb1 MN-5"
"Pseudocalanus minutus"		AF	0.1	N/m³			"97Kb1 MN-5"
"Pseudocalanus minutus"		CV	47.67	N/m³			"97Kb1 MN-5"
Copepoda		nauplii	9.43	N/m³			"97Kb1 MN-5"
"Metridia lucens"		AF	0.03	N/m³			"97Kb1 MN-5"
"Calanus hyperboreus"		AF	3.14	N/m³			"97Kb1 MN-5"
"Calanus hyperboreus"		CIV	26.72	N/m³			"97Kb1 MN-5"
"Calanus hyperboreus"		CV	7.13	N/m³			"97Kb1 MN-5"
"Gaetanus tenuispinus"		AF	0.03	N/m³			"97Kb1 MN-5"
"Heterorhabdus norvegicus"		AF	0.03	N/m³			"97Kb1 MN-5"
"Heterorhabdus norvegicus"		AM	0.05	N/m³			"97Kb1 MN-5"
"Paraeuchaeta spp."		CI	0.03	N/m³			"97Kb1 MN-5"
"Fritillaria borealis"			1.57	N/m³			"97Kb1 MN-5"
Bopyridae			0.16	N/m³			"97Kb1 MN-5"
"Paraeuchaeta norvegica"		AF	0.08	N/m³			"97Kb1 MN-5"
"Pseudocalanus spp."		CI-CIII	0.52	N/m³			"97Kb1 MN-5"
"Bradyidius similis"		AF	0.08	N/m³			"97Kb1 MN-5"
"Bradyidius similis"		CIV	3.04	N/m³			"97Kb1 MN-5"
"Bradyidius similis"		CV	1.83	N/m³			"97Kb1 MN-5"
"Bradyidius similis"		CIII	2.93	N/m³			"97Kb1 MN-5"
"Bradyidius similis"		AM	0.26	N/m³			"97Kb1 MN-5"
"Bradyidius similis"		CI	1.99	N/m³			"97Kb1 MN-5"
"Bradyidius similis"		CII	0.31	N/m³			"97Kb1 MN-5"
"Themisto abyssorum"			0.9	N/m³			"97Kb0B MN-1"
"Themisto libellula"			0.1	N/m³			"97Kb0B MN-1"
"Calanus finmarchicus"		AF	4.08	N/m³			"97Kb0B MN-1"
"Calanus finmarchicus"		CIV	7.96	N/m³			"97Kb0B MN-1"
"Calanus finmarchicus"		CV	1.39	N/m³			"97Kb0B MN-1"
"Calanus finmarchicus"		CIII	14.93	N/m³			"97Kb0B MN-1"
"Calanus finmarchicus"		CI	112.44	N/m³			"97Kb0B MN-1"
"Calanus finmarchicus"		CII	28.36	N/m³			"97Kb0B MN-1"
"Calanus glacialis"		AF	0.2	N/m³			"97Kb0B MN-1"
"Calanus glacialis"		CIV	10.75	N/m³			"97Kb0B MN-1"
"Calanus glacialis"		CV	3.78	N/m³			"97Kb0B MN-1"
"Calanus glacialis"		CIII	4.68	N/m³			"97Kb0B MN-1"
"Calanus glacialis"		CI	0.7	N/m³			"97Kb0B MN-1"
"Calanus glacialis"		CII	0.3	N/m³			"97Kb0B MN-1"
"Metridia longa"		CIV	0.3	N/m³			"97Kb0B MN-1"
"Metridia longa"		CV	0.3	N/m³			"97Kb0B MN-1"
"Metridia longa"		CII	0.2	N/m³			"97Kb0B MN-1"
"Microcalanus spp."			1.29	N/m³			"97Kb0B MN-1"
"Oithona similis"			203.98	N/m³			"97Kb0B MN-1"
"Triconia borealis"			1.29	N/m³			"97Kb0B MN-1"
"Limacina helicina"		veliger	0.4	N/m³			"97Kb0B MN-1"
Polychaeta		"larvae secondary"	1	N/m³			"97Kb0B MN-1"
"Eukrohnia hamata"			0.2	N/m³			"97Kb0B MN-1"
"Acartia longiremis"		AF	0.1	N/m³			"97Kb0B MN-1"
"Acartia longiremis"		CI-CV	0.4	N/m³			"97Kb0B MN-1"
Harpacticoida			0.1	N/m³			"97Kb0B MN-1"
"Pseudocalanus acuspes"		AF	0.1	N/m³			"97Kb0B MN-1"
"Pseudocalanus acuspes"		CIV	1.19	N/m³			"97Kb0B MN-1"
"Pseudocalanus acuspes"		CV	0.4	N/m³			"97Kb0B MN-1"
"Pseudocalanus minutus"		AF	0.1	N/m³			"97Kb0B MN-1"
"Pseudocalanus minutus"		CV	0.7	N/m³			"97Kb0B MN-1"
Copepoda		nauplii	1636.81	N/m³			"97Kb0B MN-1"
"Calanus hyperboreus"		CIV	0.3	N/m³			"97Kb0B MN-1"
"Fritillaria borealis"			44.78	N/m³			"97Kb0B MN-1"
"Pseudocalanus spp."		AM	0.1	N/m³			"97Kb0B MN-1"
"Pseudocalanus spp."		CI-CIII	4.98	N/m³			"97Kb0B MN-1"
Hydrozoa		medusae	0.8	N/m³			"97Kb0B MN-1"
Echinodermata		larvae	1.99	N/m³			"97Kb0B MN-1"
"Themisto libellula"			1.26	N/m³			"97Kb0B MN-2"
"Calanus finmarchicus"		AF	2.25	N/m³			"97Kb0B MN-2"
"Calanus finmarchicus"		CIV	16	N/m³			"97Kb0B MN-2"
"Calanus finmarchicus"		CV	3.23	N/m³			"97Kb0B MN-2"
"Calanus finmarchicus"		CIII	16.84	N/m³			"97Kb0B MN-2"
"Calanus finmarchicus"		CI	43.51	N/m³			"97Kb0B MN-2"
"Calanus finmarchicus"		CII	24.7	N/m³			"97Kb0B MN-2"
"Calanus glacialis"		AF	0.56	N/m³			"97Kb0B MN-2"
"Calanus glacialis"		CIV	15.44	N/m³			"97Kb0B MN-2"
"Calanus glacialis"		CV	8	N/m³			"97Kb0B MN-2"
"Calanus glacialis"		CIII	7.86	N/m³			"97Kb0B MN-2"
"Calanus glacialis"		CII	0.28	N/m³			"97Kb0B MN-2"
"Metridia longa"		AF	0.42	N/m³			"97Kb0B MN-2"
"Metridia longa"		CIV	1.26	N/m³			"97Kb0B MN-2"
"Metridia longa"		CV	0.7	N/m³			"97Kb0B MN-2"
"Metridia longa"		CIII	0.7	N/m³			"97Kb0B MN-2"
"Metridia longa"		CI	0.28	N/m³			"97Kb0B MN-2"
"Metridia longa"		CII	0.7	N/m³			"97Kb0B MN-2"
"Microcalanus spp."			5.05	N/m³			"97Kb0B MN-2"
"Oithona atlantica"			0.28	N/m³			"97Kb0B MN-2"
"Oithona similis"			266.67	N/m³			"97Kb0B MN-2"
"Triconia borealis"			3.09	N/m³			"97Kb0B MN-2"
"Limacina helicina"		veliger	1.96	N/m³			"97Kb0B MN-2"
Polychaeta		"larvae secondary"	0.28	N/m³			"97Kb0B MN-2"
"Eukrohnia hamata"			0.42	N/m³			"97Kb0B MN-2"
"Oikopleura spp."			0.28	N/m³			"97Kb0B MN-2"
Harpacticoida			0.28	N/m³			"97Kb0B MN-2"
"Pseudocalanus acuspes"		AF	0.14	N/m³			"97Kb0B MN-2"
"Pseudocalanus acuspes"		CIV	4.21	N/m³			"97Kb0B MN-2"
"Pseudocalanus acuspes"		CV	0.28	N/m³			"97Kb0B MN-2"
"Pseudocalanus minutus"		AF	0.7	N/m³			"97Kb0B MN-2"
"Pseudocalanus minutus"		CV	2.81	N/m³			"97Kb0B MN-2"
Copepoda		nauplii	187.09	N/m³			"97Kb0B MN-2"
"Calanus hyperboreus"		CIV	1.54	N/m³			"97Kb0B MN-2"
"Paraeuchaeta spp."		CV	0.42	N/m³			"97Kb0B MN-2"
"Fritillaria borealis"			58.53	N/m³			"97Kb0B MN-2"
"Pseudocalanus spp."		CI-CIII	10.95	N/m³			"97Kb0B MN-2"
"Bradyidius similis"		CV	0.28	N/m³			"97Kb0B MN-2"
"Bradyidius similis"		CIII	0.28	N/m³			"97Kb0B MN-2"
Echinodermata		larvae	1.4	N/m³			"97Kb0B MN-2"
Gastropoda		veliger	0.28	N/m³			"97Kb0B MN-2"
Bryozoa		larvae	0.28	N/m³			"97Kb0B MN-2"
"Themisto abyssorum"			0.12	N/m³			"97Kb0B MN-3"
"Themisto libellula"			0.61	N/m³			"97Kb0B MN-3"
"Calanus finmarchicus"		AF	6.91	N/m³			"97Kb0B MN-3"
"Calanus finmarchicus"		CIV	67.88	N/m³			"97Kb0B MN-3"
"Calanus finmarchicus"		CV	13.58	N/m³			"97Kb0B MN-3"
"Calanus finmarchicus"		CIII	83.64	N/m³			"97Kb0B MN-3"
"Calanus finmarchicus"		AM	0.12	N/m³			"97Kb0B MN-3"
"Calanus finmarchicus"		CI	136.36	N/m³			"97Kb0B MN-3"
"Calanus finmarchicus"		CII	86.06	N/m³			"97Kb0B MN-3"
"Calanus glacialis"		AF	0.61	N/m³			"97Kb0B MN-3"
"Calanus glacialis"		CIV	36.97	N/m³			"97Kb0B MN-3"
"Calanus glacialis"		CV	19.88	N/m³			"97Kb0B MN-3"
"Calanus glacialis"		CIII	16.97	N/m³			"97Kb0B MN-3"
"Calanus glacialis"		CI	0.61	N/m³			"97Kb0B MN-3"
"Calanus glacialis"		CII	0.61	N/m³			"97Kb0B MN-3"
"Metridia longa"		AF	0.61	N/m³			"97Kb0B MN-3"
"Metridia longa"		CIV	1.94	N/m³			"97Kb0B MN-3"
"Metridia longa"		CV	0.36	N/m³			"97Kb0B MN-3"
"Metridia longa"		CIII	10.67	N/m³			"97Kb0B MN-3"
"Metridia longa"		CI	9.7	N/m³			"97Kb0B MN-3"
"Metridia longa"		CII	12.73	N/m³			"97Kb0B MN-3"
"Microcalanus spp."			6.67	N/m³			"97Kb0B MN-3"
"Oithona atlantica"			0.73	N/m³			"97Kb0B MN-3"
"Oithona similis"			430.3	N/m³			"97Kb0B MN-3"
"Triconia borealis"			21.82	N/m³			"97Kb0B MN-3"
"Limacina helicina"		veliger	3.03	N/m³			"97Kb0B MN-3"
"Sagitta elegans"			1.21	N/m³			"97Kb0B MN-3"
"Eukrohnia hamata"			0.36	N/m³			"97Kb0B MN-3"
"Oikopleura spp."			0.12	N/m³			"97Kb0B MN-3"
Harpacticoida			0.24	N/m³			"97Kb0B MN-3"
Ostracoda			0.12	N/m³	gt	1	"97Kb0B MN-3"
"Pseudocalanus acuspes"		AF	1.21	N/m³			"97Kb0B MN-3"
"Pseudocalanus acuspes"		CIV	21.82	N/m³			"97Kb0B MN-3"
"Pseudocalanus acuspes"		CV	1.82	N/m³			"97Kb0B MN-3"
"Pseudocalanus minutus"		AF	1.45	N/m³			"97Kb0B MN-3"
"Pseudocalanus minutus"		CV	16.36	N/m³			"97Kb0B MN-3"
Copepoda		nauplii	469.7	N/m³			"97Kb0B MN-3"
Amphipoda			0.12	N/m³			"97Kb0B MN-3"
"Calanus hyperboreus"		AF	0.24	N/m³			"97Kb0B MN-3"
"Calanus hyperboreus"		CIV	5.45	N/m³			"97Kb0B MN-3"
"Calanus hyperboreus"		CV	0.48	N/m³			"97Kb0B MN-3"
"Paraeuchaeta spp."		CIV	0.12	N/m³			"97Kb0B MN-3"
"Fritillaria borealis"			172.73	N/m³			"97Kb0B MN-3"
Bopyridae			0.12	N/m³			"97Kb0B MN-3"
"Pseudocalanus spp."		AM	0.24	N/m³			"97Kb0B MN-3"
"Pseudocalanus spp."		CI-CIII	117.58	N/m³			"97Kb0B MN-3"
"Bradyidius similis"		CIV	0.48	N/m³			"97Kb0B MN-3"
"Bradyidius similis"		CV	0.48	N/m³			"97Kb0B MN-3"
"Bradyidius similis"		CIII	0.24	N/m³			"97Kb0B MN-3"
Echinodermata		larvae	33.33	N/m³			"97Kb0B MN-3"
Bivalvia		veliger	1.21	N/m³			"97Kb0B MN-3"
"Themisto abyssorum"			1.54	N/m³			"97Kb0B MN-4"
"Calanus finmarchicus"		AF	5.75	N/m³			"97Kb0B MN-4"
"Calanus finmarchicus"		CIV	68.13	N/m³			"97Kb0B MN-4"
"Calanus finmarchicus"		CV	6.41	N/m³			"97Kb0B MN-4"
"Calanus finmarchicus"		CIII	51.28	N/m³			"97Kb0B MN-4"
"Calanus finmarchicus"		CI	3.11	N/m³			"97Kb0B MN-4"
"Calanus finmarchicus"		CII	28.57	N/m³			"97Kb0B MN-4"
"Calanus glacialis"		AF	1.58	N/m³			"97Kb0B MN-4"
"Calanus glacialis"		CIV	8.94	N/m³			"97Kb0B MN-4"
"Calanus glacialis"		CV	11.9	N/m³			"97Kb0B MN-4"
"Calanus glacialis"		CIII	2.05	N/m³			"97Kb0B MN-4"
"Metridia longa"		AF	2.93	N/m³			"97Kb0B MN-4"
"Metridia longa"		CIV	4.95	N/m³			"97Kb0B MN-4"
"Metridia longa"		CV	4.4	N/m³			"97Kb0B MN-4"
"Metridia longa"		CIII	0.07	N/m³			"97Kb0B MN-4"
"Metridia longa"		CI	0.37	N/m³			"97Kb0B MN-4"
"Metridia longa"		CII	0.29	N/m³			"97Kb0B MN-4"
"Microcalanus spp."			32.97	N/m³			"97Kb0B MN-4"
"Oithona atlantica"			2.75	N/m³			"97Kb0B MN-4"
"Oithona similis"			100.73	N/m³			"97Kb0B MN-4"
"Triconia borealis"			4.14	N/m³			"97Kb0B MN-4"
"Limacina helicina"		veliger	1.28	N/m³			"97Kb0B MN-4"
"Sagitta elegans"			0.26	N/m³			"97Kb0B MN-4"
"Eukrohnia hamata"			1.5	N/m³			"97Kb0B MN-4"
"Oikopleura spp."			0.22	N/m³			"97Kb0B MN-4"
"Acartia longiremis"		AF	0.04	N/m³			"97Kb0B MN-4"
"Pseudocalanus acuspes"		AF	1.21	N/m³			"97Kb0B MN-4"
"Pseudocalanus acuspes"		CIV	4.14	N/m³			"97Kb0B MN-4"
"Pseudocalanus acuspes"		CV	0.22	N/m³			"97Kb0B MN-4"
"Pseudocalanus minutus"		AF	2.56	N/m³			"97Kb0B MN-4"
"Pseudocalanus minutus"		CV	10.55	N/m³			"97Kb0B MN-4"
Copepoda		nauplii	19.23	N/m³			"97Kb0B MN-4"
"Metridia lucens"		AF	0.37	N/m³			"97Kb0B MN-4"
"Metridia lucens"		CV	0.15	N/m³			"97Kb0B MN-4"
"Calanus hyperboreus"		CIV	1.17	N/m³			"97Kb0B MN-4"
"Calanus hyperboreus"		CV	0.07	N/m³			"97Kb0B MN-4"
"Paraeuchaeta spp."		CV	0.11	N/m³			"97Kb0B MN-4"
"Fritillaria borealis"			9.16	N/m³			"97Kb0B MN-4"
Bopyridae			0.04	N/m³			"97Kb0B MN-4"
"Pseudocalanus spp."		AM	0.15	N/m³			"97Kb0B MN-4"
"Pseudocalanus spp."		CI-CIII	20.15	N/m³			"97Kb0B MN-4"
"Bradyidius similis"		CIV	0.22	N/m³			"97Kb0B MN-4"
"Bradyidius similis"		CV	0.07	N/m³			"97Kb0B MN-4"
Echinodermata		larvae	1.1	N/m³			"97Kb0B MN-4"
"Themisto abyssorum"			1.01	N/m³			"97Kb0B MN-5"
"Themisto libellula"			0.16	N/m³			"97Kb0B MN-5"
"Calanus finmarchicus"		AF	22.1	N/m³			"97Kb0B MN-5"
"Calanus finmarchicus"		CIV	23.13	N/m³			"97Kb0B MN-5"
"Calanus finmarchicus"		CV	42.63	N/m³			"97Kb0B MN-5"
"Calanus finmarchicus"		CIII	1.82	N/m³			"97Kb0B MN-5"
"Calanus glacialis"		AF	0.83	N/m³			"97Kb0B MN-5"
"Calanus glacialis"		CIV	1.56	N/m³			"97Kb0B MN-5"
"Calanus glacialis"		CV	10.06	N/m³			"97Kb0B MN-5"
"Metridia longa"		AF	0.73	N/m³			"97Kb0B MN-5"
"Metridia longa"		CIV	6.76	N/m³			"97Kb0B MN-5"
"Metridia longa"		CV	0.68	N/m³			"97Kb0B MN-5"
"Metridia longa"		CIII	29.11	N/m³			"97Kb0B MN-5"
"Metridia longa"		AM	0.21	N/m³			"97Kb0B MN-5"
"Metridia longa"		CI	31.19	N/m³			"97Kb0B MN-5"
"Metridia longa"		CII	59.27	N/m³			"97Kb0B MN-5"
"Microcalanus spp."			3.38	N/m³			"97Kb0B MN-5"
"Oithona atlantica"			1.04	N/m³			"97Kb0B MN-5"
"Oithona similis"			7.8	N/m³			"97Kb0B MN-5"
"Triconia borealis"			27.55	N/m³			"97Kb0B MN-5"
"Limacina helicina"		veliger	0.1	N/m³			"97Kb0B MN-5"
Polychaeta		"larvae secondary"	0.62	N/m³			"97Kb0B MN-5"
"Sagitta elegans"			0.13	N/m³			"97Kb0B MN-5"
